Lemmatized Text,Labels
rgent numbernd attempt contact currencynumber call number bnumber number csbcmnumberwcnumbernnumberxx callcost numberppm mobilesvary maxcurrencynumber number,spam
yeah class,ham
send bec temple na,ham
coming home class right need work shower,ham
hi lookin number saucy daytime fun wiv busty married woman free next week chat number sort time number janinexx callscurrencynumber minmobsmorelkpoboxnumberhpnumberfl,spam
mostly like,ham
v fan,ham
dunno co v late n reach inside already ate spageddies lor e gal r laughing lor,ham
guess spent last night phasing fourth dimension,ham
dad gonna call get work ask crazy question,ham
yes said,ham
hurting n meaningful line ever compromised everything love,ham
lmao nice number,ham
glad see reply,ham
urgent trying contact today draw show currencynumber prize guaranteed call number land line claim anumber valid numberhrs,spam
monthly password wap mobsi com number use wap phone pc,spam
nah dub je still buff,ham
painful word thought happy toughest thing earth,ham
yeah fine currencynumber get ok,ham
lol come idea,ham
many people seems special first sight remain special till last sight maintain till life end sh jas,ham
today song dedicated day song dedicate send valuable frnds first rply,ham
okay wait ah,ham
lei,ham
hi babe r likely bed sorry tonight really wanna see tomorrow call number love xxx,ham
already squatting new way walking,ham
want bold number bb torch,ham
cramp stopped going back sleep,ham
today vodafone number ending number last four digit selected received currencynumber award number match please call number claim currencynumber award,spam
free top ringtone sub weekly ringtone get numberst week free send subpoly number number per week stop sm number,spam
nan sonathaya soladha bos,ham
bring tat cd forget,ham
sunshine quiz wkly q win top sony dvd player know country algarve txt ansr number currencynumber sp tyrone,spam
know raping dude poker,ham
weightloss girl friend make load money ebay something give thanks god,ham
grnumber see message r leaving congrats dear school wat r plan,ham
eatin later eatin wif frens lei going home first,ham
finish already yar keep saying mushy embarrassed ok,ham
sorry man stash ran dry last night pick sunday,ham
hai priya right doctor said pa,ham
free msg sorry service ordered number could delivered sufficient credit please top receive service,spam
ok,ham
please ask mummy call father,ham
come room cannot come house co house still messy haha,ham
lost number kilo today,ham
taste fish curry p,ham
might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry,ham
yun ah _ wkg btw _ go nu sc wana specialise wad,ham
yes one woman man please tell like dislike bed,ham
test earlier appreciate call tomorrow,ham
loverboy keep coming queen hmmm ache speak miss desparately,ham
meet fren dun wan meet ah muz b guy rite,ham
promise though even gotten dinner yet,ham
got back dislike bed,ham
turn stereo love mi phone unknown album,ham
hard live number chat numberp min choose girl connect live call number cheap chat uk biggest live service vu bcmnumberwcnumbernnumberxx,spam
yeah see,ham
asking knw nt may frnds classmate,ham
sorry earlier putting fire around talk number actually life lol,ham
wow boy r back take number uk tour win vip ticket pre book vip club txt club number trackmarque ltd info vipclubnumberu,spam
missionary hook doggy hook standing,ham
better go sleep dun disturb liao wake msg lor,ham
fighting world easy either win lose bt fightng somenumber close dificult lose lose win still lose,ham
watching house entertaining getting whole hugh laurie thing even stick indeed especially stick,ham
thought praps meant another one goodo look tomorrow,ham
hi jon pete ive bin number spain recently hav sum dinero left bill said rents mayb interested hav number numberpes around currencynumber tb james,ham
bold number lt gt,ham
know shall speak lt gt minute,ham
alrite hunny wot number numbernite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx,ham
went project centre,ham
per request maangalyam alaipayuthe set callertune caller press number copy friend callertune,ham
lol yeah point guess,ham
project w frens lor,ham
lol well quality aint bad aint complaining,ham
k happen tonight,ham
hi mandy sullivan calling hotmix fm chosen receive currencynumber easter prize draw please telephone number claim number number number prize transferred someone else,spam
think going finn come,ham
tired special,ham
come tomorrow di,ham
cant pick phone right pls send message,ham
k go sleep well take rest,ham
guy never invite anywhere,ham
going number bahamas callfreefone number speak live operator claim either bahamas cruise ofcurrencynumber cash number opt txt x number,spam
want please inside outside bedroom,ham
ey calm downon theacusations itxt co iwana know wotu r thew end haventcn age ring upnumber nething sat love j xxx,ham
love wine dine lady,ham
someone conacted dating service entered phone fancy find call landline number poboxnumbernnumbertfnumber,spam
im cool ta luv v tired number cause load planning wk got social service inspection nursery take care spk sn x,ham
know account detail ask mom send mom reach,ham
think wrong number,ham
feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,ham
b late love mum,ham
got mail panren paru,ham
thinking chuckin red green n black trainners number save carryin bac train,ham
give one miss number please,ham
jus came back fr lunch wif si leh,ham
schedule next week town weekend,ham
really good dhanush rock,ham
lmao ok wont needing hair anymore,ham
miss ya need ya want ya love ya,ham
sorry free,ham
ever get song stuck head reason go away til listen like number time,ham
nt yet chikku simple habba hw abt,ham
got mail dileep thank muchand look forward lot support le contact remember one venugopal mentioned tomorrow late shall try come till goodnight dear,ham
sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl,ham
joy father john john name joy father mandan,ham
hi number ibh customer loyalty offer new nokianumber mobile currencynumber txtauction txt word start number get numbert,spam
hi yijue regarding number textbook intro algorithm second edition selling currencynumber,ham
sm auction nokia numberi get win free auction take part send nokia number hg suitenumber numberlands row wnumberjhl number,spam
k want u come,ham
little difficult simple way enter place,ham
ha u e thing got tv number watch thk number go tonight already haf smth mind,ham
show far put new picture facebook,ham
watching tv got new job,ham
good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,ham
coming whatever want,ham
ok chikku number favourite song,ham
see posted facebook,ham
call freephone number number number,spam
buy space invader number chance number win orig arcade game console press number game arcade std wap charge see onumber co uk game number term setting purchase,spam
number wonder world numberth numberth style numberth smile numberth personality numberrd nature numbernd sm numberst lovely friendship good morning dear,ham
loan purpose currencynumber currencynumber number homeowner tenant welcome previously refused still help call free number number text back help,spam
big brother alert computer selected numberk cash number voucher call number ntt po box cronumber number bt landline cost numberppm mobile vary,spam
oh well c later,ham
