,Lemmatized Text,Labels
2112,winner specially selected receive currencynumber cash currencynumber award speak live operator claim call numberam numberpm cost numberp,spam
2113,yeah go bed back midnight,ham
2114,sunshine hols claim med holiday send stamped self address envelope drink u uk po box number bray wicklow eire quiz start saturday unsub stop,spam
2115,well available washob nobbing last night ask nickey platt instead,ham
2116,time week ryan,ham
2117,wish many many return day happy birthday vikky,ham
2118,win currencynumber music gift voucher every week starting txt word draw number tscs www idew com skillgame numberwinaweek agenumber numberppermesssubscription,spam
2119,hope know still mad,ham
2120,argh numberg spotty anyway thing remember research province sterling problem free place looked,ham
2121,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan,ham
2122,know result,ham
2123,number congratulation week competition draw currencynumber prize claim call number bnumber c stop sm number number numberppm,spam
2124,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,ham
2125,sorry getting feel really bad totally rejected kinda thing,ham
2126,got shitload diamond though,ham
2127,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,ham
2128,well going aunty,ham
2129,mine like fr china noisy,ham
2130,later guess needa mcat study,ham
2131,training manual show tech process password reset troubleshooting,ham
2132,bnumberu voucher w c number number marsms log onto www bnumberutele com discount credit opt reply stop customer care call number,spam
2133,spoke uncle john today strongly feel need sacrifice keep going call beg listen make promise make clear thing easy need please let u work thing long keep expecting help creativity stifled pls keep happy promise part,ham
2134,started searching get job day great potential talent,ham
2135,carlos took leave minute,ham
2136,well done luv ya,ham
2137,came hostel,ham
2138,k still loving,ham
2139,juz remembered gotta bathe dog today,ham
2140,drug able eat,ham
2141,alright took morphine back yo,ham
2142,see requirement please,ham
2143,stayin trouble stranger saw dave day hes sorted still bloke gona get girl mr mum still think get numbergetha,ham
2144,freemsg hey buffy number love satisfy men home alone feeling randy reply number c pix qlynnbv helpnumberp msg send stop stop txts,spam
2145,sunshine hols claim med holiday send stamped self address envelope drink u uk po box number bray wicklow eire quiz start saturday unsub stop,spam
2146,collect laptop,ham
2147,ok later showing around number number number want cld drink wld prefer spend money nosh mind nxt wk,ham
2148,get home,ham
2149,waaaat lololo ok next time,ham
2150,table occupied waiting tree,ham
2151,surely forgot come always touch,ham
2152,hi kindly give u back document submitted loan stapati,ham
2153,shall buy one dear,ham
2154,oh god happy see message number day,ham
2155,year many mile,ham
2156,hey cutie go wale kinda ok like hill shit still avent killed,ham
2157,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd number lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came number minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked,ham
2158,think go honesty road call bank tomorrow tough decision make u great people,ham
2159,free numberst week nonumber nokia tone number mob every week txt nokia number get txting tell mate zed pobox number wnumberwq normnumberp tone number,spam
2160,specialisation work slave labor look month sha co shakara number beggar,ham
2161,replying boye changed phone number,ham
2162,number go write msg number put dictionary mode number cover screen hand number press lt gt number gently remove hand interesting,ham
2163,hi darlin way london smashed another driver big dent really missing xxx,ham
2164,nothing really making sure everybody speed,ham
2165,coming home number dinner,ham
2166,thank way lost,ham
2167,yes good crickiting mind,ham
2168,thx well month,ham
2169,shop till drop either numberk numberk currencynumber cash currencynumber travel voucher call number ntt po box crnumberbt fixedline cost numberppm mobile vary,spam
2170,please come imin town dontmatter urgoin outlnumberr,ham
2171,wont wat wit guy,ham
2172,yavnt tried yet never played original either,ham
2173,hiya good day spoken since weekend,ham
2174,see thought,ham
2175,work please call,ham
2176,get ready moan scream,ham
2177,oh k got job whats,ham
2178,think need going late school night especially one class one missed last wednesday probably failed test friday,ham
2179,popping lt gt ibuprofen help,ham
2180,babe go day sip cappuccino think love send kiss across sea,ham
2181,ok,ham
2182,p grown right,ham
2183,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,ham
2184,know people hit fuck yes,ham
2185,purity friendship two smiling reading forwarded message smiling seeing name gud evng,ham
2186,anything specific regard jaklin idk fuck,ham
2187,oh god gonna google nearby cliff,ham
2188,free camera phone linerental number month number cross ntwk min number number price txt bundle deal also avble call number callnumberoptout j mf,spam
2189,yup shd haf ard number page add figure got many page,ham
2190,ooh numbergot gonna start belly dancing moseley wed number want number join cafe,ham
2191,thankyou much call appreciate care,ham
2192,congrats treat pending mail number day mail thru respect mother home check mail,ham
2193,called one pick e phone ask already said ok,ham
2194,hi email address changed,ham
2195,v aluable ffectionate l oveable e ternal n oble ruthful ntimate n atural e namous happy valentine day advance,ham
2196,much textin bout,ham
2197,bring got,ham
2198,movie call number wat,ham
2199,sure stomach,ham
2200,haha dinner cousin,ham
2201,boy late number home father power frndship,ham
2202,man carlos definitely coming mu tonight excuse,ham
2203,soon real thing princess make wet,ham
2204,raji pls favour pls convey birthday wish nimya pls today birthday,ham
2205,haha leg neck killing amigo hoping end night burn think could swing like hour,ham
2206,urgent mobile numberxxxxxxxxx currencynumber number bonus caller prize number number number numbernd attempt reach call number asap boxnumbernnumberqp numberppm,spam
2207,usually body take care buy making sure doesnt progress pls continue talk saturday,ham
2208,urgent number costa del sol holiday currencynumber await collection call number toclaim sae tc poboxnumber stockport sknumberxh costcurrencynumber pm maxnumbermins,spam
2209,hmm well night night,ham
2210,wanted say holy shit guy kidding bud,ham
2211,gettin bit arty collage mo well tryin number ne way got roast min lovely shall enjoy,ham
2212,one day billion class right,ham
2213,goodmorning today late numberhrs back pain,ham
2214,ok let noe later n ask call tmr,ham
2215,prabha soryda realy frm heart sory,ham
2216,ok waliking ard wan number buy anything go house,ham
2217,two carton pleased shelf,ham
2218,nice talking please forget pix want see,ham
2219,guaranteed currencynumber cash currencynumber prize claim yr prize call customer service representative number numberam numberpm cost numberp,spam
2220,really quite funny lor wat shd haf run shorter distance wat,ham
2221,notice like looking shit mirror youre turning right freak,ham
2222,great getting worried know wonderful caring person like best life know r wonderful god love,ham
2223,thanks ringtone order ref number knumber mobile charged currencynumber tone arrive please call customer service number,spam
2224,prefer free day tues wed fri oso ask workin lor,ham
2225,alrite jod hows revision goin keris bin smidgin n e way wanna cum college xx,ham
2226,belive come home,ham
2227,oh k k take test,ham
2228,exact intention,ham
2229,haha money leh later got go tuition haha looking empty slot driving lesson,ham
2230,hey thk juz go accordin wat discussed yest lor except kb sun co nt much lesson go attend kb sat,ham
2231,k wen free come home also tel vikky hav sent mail also better come evening il free today aftr numberpm,ham
2232,nothing getting msg dis name wit different,ham
2233,good morning plz call sir,ham
2234,room number wanna make sure knocking right door,ham
2235,si como listenednumberthe plaid album quite gd new airnumber hilarious also boughtbraindancea comp ofstuff aphexs abel,ham
2236,pls tell nelson bb longer comin money expecting aint coming,ham
2237,give something drink take vomit temp might drop unmits however let know,ham
2238,think sent text home phone cant display text still want send number,ham
2239,every day use sleep lt gt,ham
2240,k call close,ham
2241,buy newspaper already,ham
2242,nope wif si lor aft bathing dog bathe look like going number rain soon,ham
2243,boo way mom making tortilla soup yummmm,ham
2244,management puzzeles,ham
2245,find way include detail,ham
2246,hi ya babe x numbergoten bout scammer getting smart though regular vodafone respond get prem rate msg subscription no used also beware,spam
2247,back number work numbermorro half term c numbernite number sexy passion bnumber number go back chat number luv dena call currencynumber minmobsmorelkpoboxnumberhpnumberfl,spam
2248,like spoiled,ham
2249,thanks ringtone order ref number rnumber mobile charged currencynumber tone arrive please call customer service number,spam
